protein_id,Trial_A_S001,Trial_A_S002,Trial_A_S003,Trial_A_S004,Trial_A_S005,Trial_A_S006,Trial_A_S007,Trial_A_S008,Trial_A_S009,Trial_A_S010,Trial_A_S011,Trial_A_S012,Trial_A_S013,Trial_A_S014,Trial_A_S015,Trial_A_S016,Trial_A_S017,Trial_A_S018,Trial_A_S019,Trial_A_S020,Trial_A_S021,Trial_A_S022,Trial_A_S023,Trial_A_S024,Trial_A_S025,Trial_A_S026,Trial_A_S027,Trial_A_S028,Trial_A_S029,Trial_A_S030,Trial_A_S031,Trial_A_S032,Trial_A_S033,Trial_A_S034,Trial_A_S035,Trial_A_S036,Trial_A_S037,Trial_A_S038,Trial_A_S039,Trial_A_S040,Trial_A_S041,Trial_A_S042,Trial_A_S043,Trial_A_S044,Trial_A_S045,Trial_A_S046,Trial_A_S047,Trial_A_S048,Trial_A_S049,Trial_A_S050,Trial_A_S051,Trial_A_S052,Trial_A_S053,Trial_A_S054,Trial_A_S055,Trial_A_S056,Trial_A_S057,Trial_A_S058,Trial_A_S059,Trial_A_S060,Trial_B_S001,Trial_B_S002,Trial_B_S003,Trial_B_S004,Trial_B_S005,Trial_B_S006,Trial_B_S007,Trial_B_S008,Trial_B_S009,Trial_B_S010,Trial_B_S011,Trial_B_S012,Trial_B_S013,Trial_B_S014,Trial_B_S015,Trial_B_S016,Trial_B_S017,Trial_B_S018,Trial_B_S019,Trial_B_S020,Trial_B_S021,Trial_B_S022,Trial_B_S023,Trial_B_S024,Trial_B_S025,Trial_B_S026,Trial_B_S027,Trial_B_S028,Trial_B_S029,Trial_B_S030,Trial_B_S031,Trial_B_S032,Trial_B_S033,Trial_B_S034,Trial_B_S035,Trial_B_S036,Trial_B_S037,Trial_B_S038,Trial_B_S039,Trial_B_S040,Trial_B_S041,Trial_B_S042,Trial_B_S043,Trial_B_S044,Trial_B_S045,Trial_C_S001,Trial_C_S002,Trial_C_S003,Trial_C_S004,Trial_C_S005,Trial_C_S006,Trial_C_S007,Trial_C_S008,Trial_C_S009,Trial_C_S010,Trial_C_S011,Trial_C_S012,Trial_C_S013,Trial_C_S014,Trial_C_S015,Trial_C_S016,Trial_C_S017,Trial_C_S018,Trial_C_S019,Trial_C_S020,Trial_C_S021,Trial_C_S022,Trial_C_S023,Trial_C_S024,Trial_C_S025,Trial_C_S026,Trial_C_S027,Trial_C_S028,Trial_C_S029,Trial_C_S030,Trial_C_S031,Trial_C_S032,Trial_C_S033,Trial_C_S034,Trial_C_S035
P25795,10.409662956160584,8.234177334722974,8.272548528506867,9.812597344378931,9.806281200154384,7.634285845465884,9.889885790983541,7.844861136530726,11.414892933812995,7.443242391866367,9.044749556323858,7.512506908403601,12.019576807467626,6.8288019476343385,9.472077484644378,7.583167742048313,8.154371901593032,9.365840114382776,10.522410020204227,11.120628207213581,,9.087160200311706,10.874773768840296,6.1575669556221015,9.157108604847283,8.682407667634736,9.307346085334695,,6.532105121444852,5.815873725996475,10.150109293958167,10.341607068490044,9.139561387258992,7.884310839232867,6.2509645235663935,,7.034364439509985,7.618585426624206,,,7.54697269295204,8.735721520253467,7.752805913005425,,10.232127734747092,8.84834737780767,9.379472866836666,11.862317288203847,6.926628478473038,6.835331211844854,9.728030214930325,11.605347620037161,8.294785520856928,,8.830183941955248,7.66420244070639,7.1994947808084575,9.629653741095193,7.313094762090968,8.807448627915553,11.360730901841155,8.525362774457957,10.956547575730863,7.163718129175402,8.184669711789812,6.874817324442637,9.09502849772505,10.155650633339887,9.098313995174292,,7.861764502821317,9.323547494298614,,9.528048241900496,9.74113743308365,,7.379641856411609,,7.929101801478229,8.627212241965116,9.116312970074658,10.047667046550028,7.713385314756165,,12.219148108575197,7.288353832786367,10.24001894825834,,9.362491824974583,,,,8.32765255437907,,9.838194873149245,9.884924533687254,8.224848773680128,8.63100125813152,,8.45600927867667,7.430669489230566,10.955136137148084,9.061337087156023,9.241279216325658,8.647813572739981,8.781901746842125,12.182849817551539,8.035322937176275,7.509913811700022,,4.696955413361279,8.581468544131413,,6.9970634647108705,9.247169869232263,8.566515991433702,,7.515739081976355,4.153126555975925,8.925437334965267,8.910482491425249,7.295610523014502,9.295702431289703,6.561785432082728,7.0357578248625225,9.11131906033886,7.452533231320597,8.391547929461346,7.640059822625498,7.869136629316237,7.934697039832522,7.4253982279377455,8.939207935305198,7.543640633634088,8.509063434458417,7.392435841703407,6.184085424188324,9.854186237653762,9.234823841408126,
P10860,6.559329375555971,7.811847904555313,7.93252741426965,9.609342792976555,,,9.937002598244861,7.650313591661517,,9.268586236741676,8.080452924699909,7.863818078001237,7.5379414260586515,8.102498942398375,9.419938974809305,6.930628363963989,8.28855708086704,6.447341493255147,6.63412928599007,8.078880139819923,5.185051623112611,11.216126560477436,6.3356987031880045,8.065155866568528,,6.830930627427611,4.671243151236284,7.457869995366352,,4.710728372665355,,8.435929428902785,9.838778317360887,6.444055087272778,5.72658390588284,7.515204010983483,7.992774647039716,9.507313040033104,10.241140643061097,,8.540104135892358,9.324537515809581,7.1645484833995825,8.377881424266228,6.33835342662165,8.21931673088367,8.258258681650377,,7.781814343317989,8.260352892033287,8.480730759121423,7.443058161720679,6.921549535735888,10.073505622823937,6.653912471112912,6.1334115280224495,9.14568670449658,9.862010898589373,7.4481741491524005,7.471208404078539,8.84910392471355,7.363509620438584,7.252719854635406,,9.335985286728787,10.392026965030517,6.546405117005115,7.671594905187433,,,9.387819791285335,10.262229266392858,,,10.608716670675033,11.12419599808186,9.543990512143965,9.315432395343773,7.144683833525991,8.96410273624012,9.260519896715856,,7.533124253719865,,5.818694002976421,5.503463365571614,9.294452494854252,8.646837623393525,7.699571938241713,7.9281041889664,8.740994447849086,,6.4144588655476165,9.794788965964809,8.881477891558074,,,,10.245885792142122,8.215224357640002,,9.526962185784841,6.8670858935495245,9.179639242924564,8.914700641823387,7.970756121794872,7.783731010500286,7.796448760976671,9.144322774019352,8.792154406240623,7.971006910951856,5.687384415846297,8.666953756678787,9.010709064320029,11.375903763723816,9.538438230210916,5.076524053680157,,,8.860611920905814,8.418266876113172,9.275631623926213,6.991721343067154,8.642423630494543,7.549586577065493,7.895853406837646,9.16797040909602,6.535218981815086,9.857262346256267,7.291070693925044,8.316282885278971,5.824526695140944,9.005044571860445,10.095044539473225,7.153326311726138,6.259953555788958,8.342263232667422,10.107504603040972,5.750503787332,6.265826363710846
P86820,5.979157318395926,5.4299259190671565,5.434663455949707,3.519260714367534,7.544027076972001,7.168522410167653,4.112167856157732,8.84623529579757,9.182080128258931,5.534083331193028,8.410264542328708,5.800944948376781,,5.406798453331836,9.981818941056613,6.216415814868353,6.850115190098394,5.62853557466746,9.452415051717791,9.490363624997315,,8.095102178384632,5.723257335462121,,6.649877457476096,8.629054588477148,,,8.082180360119024,,,,6.012747972902891,5.331377974365689,5.395550749422586,6.457577312415153,7.380531025993225,4.6122486225749295,,7.525578755152808,9.453150331367647,,6.136023375696494,7.052936114907919,8.38155565115061,6.204105834105479,8.458403713849776,,4.780419366180371,7.183408172364531,4.544204908731387,4.898735865713125,5.868776359494291,,3.816494393902266,6.9158891991067915,8.209887576592408,6.3680238432197624,6.1071963114743895,7.26309857970106,6.672275076781039,9.04619132772432,5.293322137661547,6.882975423115572,,6.39276057809351,2.653517661427008,6.71908429378941,8.3107071362319,8.127605435052226,7.492609379118499,,,6.100284923549842,7.4906660147862,7.142699172965773,5.495878748938142,5.6217578968278445,7.492975337495475,6.628772012930447,5.700019509877506,5.5761963712729505,6.504695383883876,9.312598847940516,6.1713246075452615,6.939412348476816,7.112908087397464,5.263902068625286,4.316192930099157,5.420480553759603,,7.091438242736314,8.014051509589798,7.105566498301874,6.796117718659394,6.054423243475509,8.287351840657239,5.581671447782124,5.294842379919168,7.811024931945354,4.960705689882717,10.582628153851147,7.080431726701915,7.482300830350527,5.747811919078119,5.98754438950088,,5.647689174360237,7.40988428312794,,7.986693499489472,,6.017129795643376,6.6889149262281355,7.029664741611461,9.177698874753474,6.336469978305916,5.216916276375655,4.560930897424643,6.3734657347148485,5.787871327282376,9.475455589813203,9.11523528687865,,5.394301500539432,6.571096817693529,8.556281289701344,,5.48958069888113,6.372118941009113,5.51771436001913,7.364157470022422,5.396891088366142,5.694787577222749,8.203342376047345,5.307894234892092,4.291249607022956,,5.919731549556306,7.22756490725813
P64886,14.005581770622072,13.481496126560394,13.437808730320445,12.425586194541186,13.654394475015302,14.85130104067459,12.069203756426223,13.521277803983136,15.086957002127356,14.287510008350488,15.493583213051508,12.677160373773937,10.78322119593314,13.830351574458968,14.073230091065165,15.582006800234451,15.311592470585914,14.33448930304413,14.67745918978109,13.241641681215478,11.700701951546613,13.705955694596803,15.003234063967103,14.513915173268261,14.780084877264485,12.88774033795531,13.131053611497803,14.254512100697342,12.709612776762306,12.755798263625934,13.976347223091615,14.6707309832608,13.230080858531325,11.784589676944979,12.425667995961193,13.834881995865086,13.816655314324386,,14.311316804419072,13.538089706339113,13.926957935785905,13.461833634282138,15.252474092919597,15.67788691535169,11.745856944955387,13.146495955372059,13.578460605836499,13.129001800503957,16.218757755521747,13.86530678566004,12.321316127949922,,13.935835676794728,13.98566324785557,,14.055551632157652,13.073881582714444,10.596459229060287,13.28127534131017,15.48832874451622,13.692620189191159,10.469299020746185,13.081830280236769,15.318406676894627,14.648099630368462,12.569552523759334,12.981446703926816,13.213310879871813,12.835303210731043,10.784863066916065,14.974760519455222,15.714963803559078,11.551700452578329,15.69515326740491,13.674839066429614,15.66707239077725,13.886299522961108,14.032690756763383,14.388025838998757,12.644274380822521,15.62138508501747,12.147302911413261,13.226273751750433,14.615770884990193,13.065581007797244,14.995670729747854,15.893173128301374,15.348192870106194,10.925200898007507,14.018144322954475,15.372397784570026,11.854250598292353,14.914789749368751,14.830565040984407,12.011239030618041,15.08072286713568,14.23842055882034,14.804946551607342,,14.054578043082515,11.272056037326953,10.413887057225862,14.040616508317063,15.480270278667405,14.208779089923059,13.23420477260922,13.048072688443128,11.91552578136084,12.996582512832479,13.961900570922106,12.676540519324496,14.455254149279103,13.623336419322342,13.804842995185549,14.66236799885188,12.539240719542953,14.318444747805867,12.749658792647477,13.838645594253698,12.360716842570586,11.96331813392834,13.467170986998179,10.501573790493763,12.884972703262116,10.919808360111668,14.49822491999585,14.90453976268881,12.033447036394229,13.971843312235682,14.678077439056676,14.683077702278114,13.6510501194829,14.430830881867683,12.355376900644847,13.454057567010459,12.628718758339275,12.228691907847393,,13.850669432762551,15.074637020457919
P16265,,8.479893340544082,,11.548299086647194,4.801948933192886,6.485096737845988,9.728081616833876,6.988977925821544,8.845702244504334,7.86201182374601,,5.847415897506187,9.349698366879975,,5.995369222349756,8.691302903473774,6.068750559358172,7.562239896904442,7.132115642828495,3.9128666357522244,8.153348927669603,7.7320062895111015,9.735615998210395,,10.9533234242199,7.677561111219826,,7.240462562026112,,,,4.415215448447767,8.195047554980409,5.6569070993958785,,,7.209594981381887,7.527299920510311,9.143716912711362,6.6507023978404245,8.23721674243531,11.613298387937107,8.0830235922466,7.246262854704304,6.348270060209309,7.225500219971263,6.187667022687647,,7.672313746060845,4.273668706725065,7.489160529452653,9.131217007061775,6.91832975979763,6.5376523794844115,5.450446378426476,4.730009475665149,8.764021438696636,7.244780043732961,8.675029881106889,9.813983154970959,,7.003439055943561,8.034299035088088,6.8948382403663775,6.75456484419926,8.331220281705692,6.568556713424496,,,7.3566758150706955,10.09909528484964,7.080591363294707,8.584883674645669,7.564535187158651,9.656605253907331,,9.581260195961635,5.2160222439757264,8.127083608969247,8.955405438284677,8.389305381985752,8.7718920268345,7.904524044529971,6.699821228011964,,6.8486433951290415,11.834162348559344,7.0885207739657465,4.877912198965639,8.91597157919538,9.100187551125723,9.747984123329966,8.523465293661927,,10.577323240364741,6.698787300008582,6.401221479966178,,7.418343158360781,9.967131167839508,8.609100089721109,8.550035467165582,5.08803564510467,6.777217297247126,5.0635110888087,9.073866222084071,9.695467277430355,,,9.540031278525442,6.9371151730639395,5.495308616972763,5.870391156184216,6.671762584714,7.391365318828814,7.074981220624064,5.197994910845214,9.136972151880219,7.09108865894649,6.246366753695779,8.982451081075903,5.541888255701958,,9.225728707999863,10.154079312427264,6.623853510124658,7.248042526226037,5.5970004663204,7.3252363634668445,6.603439642504959,7.163804878049256,7.930885119497618,5.669779321055485,6.774280529252904,4.611325405434488,6.7845166119318225,7.176846431726256,7.660471175693372,7.676362348646568,8.67288166420704
P92386,6.0578894029803285,6.137973636964867,9.160826086479089,5.308947266382185,,6.596949772505468,10.72661114326608,8.743067793481975,8.038655152320716,10.208970497599076,6.772286172033882,7.057274730758596,6.475206931407644,7.069830342366819,8.45906259594139,9.108316989880889,9.809521709941622,5.6303031115392,8.10959470219537,6.705142385104105,8.059458544658156,11.868634552080868,8.805181824890331,9.716586638612677,11.308426090131878,10.058426546652445,7.695517462359831,6.453641052035401,8.322172777609032,7.51583050556228,,,8.766218628979308,,7.824744578635087,8.787571265344482,7.369161059854985,9.677143327930507,8.180462487605114,,,8.95317352823781,,9.936234255134112,6.195304623829274,7.103275296867896,9.327070179583615,7.279485714948701,8.728096055885619,4.737771310772665,12.44130904035963,7.962811384554304,10.158323571872725,7.8620424435150715,8.989436974986639,,,8.060706712362471,8.16450769379977,9.872739022165236,12.167255788318261,,11.602984642702772,8.30526756626,10.095329727155011,10.319122825261239,8.052448426111148,7.546772062937846,,,7.325864312877204,7.641449929191663,,9.952314838828826,9.439953191804591,9.740876549027146,9.299458898537432,,,10.441069921798265,9.544144006069272,9.341873041829084,7.516807422034293,8.985114800352026,7.437027187717256,8.631347394769403,6.206989223052334,6.2185515774021685,8.380817646969764,7.844729674149824,8.82756997210157,8.46523631321763,8.712675362705541,9.58030034542542,,8.338223464423015,10.849921016035054,8.67201537212785,,8.791158230875093,8.425342622376013,,,7.522242171665301,9.97676796204649,7.222531299812689,,9.218493609589656,7.749802425673841,,5.856199618244008,7.968614162577464,8.285733326788073,8.20209726653756,5.688011135131982,9.972058151536515,6.885379764433183,8.669944869784011,8.179335605861304,9.672953467606325,11.44862242595162,6.2318424550760545,7.19401835998156,8.451027922648887,6.509359205561121,9.340663093823949,9.432448115125897,9.006562795882864,8.522261808204606,10.22195234884498,6.433950959387015,8.265291474904139,7.059184878794976,9.502263680738062,5.417377435130659,,8.670247212495232,6.746150979429646,7.2281041335579586,8.190457653948467
P47194,,11.08222917368374,11.34385810600229,14.319914673124835,12.222069916684566,11.465224456796852,13.724560212389692,11.899237520715948,14.17266531957248,11.63595245109475,12.392141173826825,14.048990514647416,12.292141709803692,13.765612999682288,12.533211606392811,15.604070726164363,14.984700922718591,10.639388622913696,,11.406927037412757,12.918793424753416,12.73408896052971,11.048452490925587,14.219259831859805,12.93648743191793,12.204508463055443,11.974368280198927,12.841198471213673,13.243420542835747,12.444069337026919,8.382753660400006,12.656869090928044,10.469309924149652,12.317354168090706,10.524686630959856,10.506786563945118,14.484215749487111,12.151395045147733,12.036539776831443,13.355319089807207,12.07564723195564,15.787242154755432,12.222003375475289,,14.08794501362961,15.034912854974683,11.51852381307786,12.004587760806352,14.54342082950459,13.846626472643356,14.244296920067006,10.578476201224817,14.953532647450347,11.489421701637111,12.919972483777164,12.409198700176663,11.313808761742214,10.512729371432815,10.015760841614972,12.810060625645281,10.643554381214136,11.230809623933995,,8.97332026617447,14.100002584630321,9.316700765904107,12.81547442956516,12.954061856455754,13.738625596837034,12.86901181297948,15.958394962314177,13.25600833891707,14.51195161542981,11.846338803258888,13.112668225848521,15.252888159107709,12.574990329529859,13.219885162857166,14.402813190270532,11.818188736276868,9.68919251658553,13.314893497132873,14.414536770601323,10.904364369226363,13.936862862480329,13.946982597573626,9.521288627891364,11.527100067954162,12.337789845466826,12.662097016211463,11.816831619412344,11.736028811191048,15.438757353337458,12.770194318775957,11.88896752633971,12.869778801195494,13.737169266156036,13.00897258163113,12.62294163032236,11.95650801355864,,12.03482043683628,13.439754917780425,11.440262877961638,13.521436851769652,14.551025150004564,12.920094053284119,11.877154723188614,10.484342688982373,14.798693228431592,10.676506540665951,13.704376068277941,13.389309807456048,12.07638011211823,12.037064810893302,9.677966105502788,12.926630517783252,13.361422515158027,10.797912842342612,12.197800805070665,12.488325889077744,13.308391958488672,12.4372376307491,9.992053985621943,11.636626362370585,12.768471694647848,13.693825529623957,11.50507810247295,15.71300782838935,9.589823413308872,11.585982753977468,12.306982611325159,12.130409271235024,10.583319521842071,13.103325638192011,12.988174093535203,12.50347518553664,12.929298811452092,11.795868399392273,10.005488591401468
P97498,5.418826101045203,6.729367778237732,6.737902528393164,6.5558544850023415,7.316848308101117,,6.533807491789374,7.351925073730952,,4.628800013514422,5.051553351640264,7.74006439254262,8.582494150537428,,6.842019830736622,4.68908700309853,6.484258570964267,8.837168604049202,7.421518476808283,6.182569622097761,,,5.450278839351267,4.867498819590082,7.198143633646219,,,5.184391391014221,6.464162265821629,5.763916070112859,5.299529849082953,7.00227643408744,5.35679757234556,4.144261306677431,4.47761420057879,4.088895205899646,6.865053780987877,6.719394063387815,,,8.281724190299245,,7.103502121981197,4.124362645014754,8.561850525518595,4.626539048796334,5.428664227562914,,4.204379411040252,6.542649272236413,6.814641708425793,6.209665399651246,4.183414458076955,9.468865258401138,,10.445118971598507,5.286122046294131,7.930609248389034,7.662696737214815,6.0579232514775265,8.910362257712407,6.185670894702902,,1.586641068215996,7.407327986737526,4.80552103859996,5.967704112580303,,6.2444385971461775,7.459606251449723,6.810498250696706,7.858247841882281,8.692230209502018,6.240592001106816,6.075935043099399,8.230377386616585,8.349356839233465,7.90467220827814,5.365517696014545,7.427768504375975,6.9579918121945035,8.372579318148066,,4.293870469398696,7.829141106693979,2.9562333312379163,5.696515800279075,5.258992639146128,5.248883899764949,5.670238699690926,8.619846260751014,8.02461903463313,,8.494221113912145,5.200340173374008,,8.089180894993456,7.66325075010754,6.103390803748585,5.090594565576374,8.98338371868048,4.213632079701842,,7.136650697400416,9.497033118770739,6.8684362242334,7.014242885643518,5.439710355901378,7.146506244035467,6.4517498874422,3.911089095497233,,7.749375990893847,7.498833479355314,6.343777794622273,,2.8300103091962714,6.529366314225745,7.916698995734843,,7.517895171214342,,7.924982167170815,7.680028641907424,5.659835565041233,7.308682931047341,5.489847188009632,7.103822253548953,4.34511093967197,4.460468193114187,7.8810964765394305,7.700126089430717,7.244203216987317,6.4257391377028155,2.706874259587347,6.181471998813835,6.975060656908327,5.491686034784182,5.225044616911213,8.460416488354108
P54131,13.126426440945002,13.899052682495991,14.378057120461468,10.010547523817145,13.506671062103711,,14.241537913524343,11.572607734396799,11.15578781755415,13.62039603023872,11.878158709116043,14.058181839282168,10.483457206334839,11.558235110836407,11.541147937717655,9.994560809878397,13.781720950741107,14.43164669048796,11.003957199469822,12.670845322037696,13.645412725783391,16.118918925682507,13.321480201293994,11.018397948919239,10.474336842676596,11.56417013115258,13.85271579219085,,13.80466746856224,10.675383196207216,12.189050631243312,12.98952674551745,,13.376014372524802,14.698060668059602,10.991896503755733,11.329687981338498,,12.324288283813718,12.986633509598635,14.058930856664333,13.232639013417653,11.43866639763977,12.294155386937005,13.793211994539018,12.474688509382094,12.775462620342084,12.424804431252987,11.21743131680018,9.475367412218867,11.224387500834844,11.628913716680607,14.248441702064607,12.296818709254996,10.548567184151926,14.53032634571654,11.55447373530844,9.486179996025806,10.269929984368513,12.222683209840872,10.895680300989822,11.620640579162846,13.700714264877742,10.3491125795132,11.944070467005147,14.11076344147258,12.152968327174,12.091242023186352,12.574035633978255,10.593611203197115,15.764733786050224,14.149679991199763,14.06291183594719,15.037373538848216,9.915575535935904,13.66713830680339,14.500262069356683,11.212074505616746,13.194494395307304,12.693234914073372,14.309178785761716,12.899788925416152,10.981196149167987,14.355785826252708,12.343714384156273,11.894283034730801,13.026182633149203,9.84271188305074,12.113390484361226,13.024272626043926,11.699969748797615,12.4433818544461,10.516116532203492,11.601311267158334,12.28751362848771,,11.108662293453852,11.619535813778597,16.03305432350133,11.539375628589664,11.836414454742522,12.147911114262023,14.16506277695424,15.452412111324426,13.023999638302978,11.55699645797362,13.55563450182054,12.16461575318746,10.730137486691358,11.711084269260887,14.335565960895984,11.326839771760046,15.439325156399144,13.27368537332724,13.628675101595404,12.456841894624667,9.677415399589288,11.622865308326388,13.903575359557879,14.038869182810835,12.009549770682055,15.584765721757966,11.035142054583558,12.087526415499894,13.247607802149806,12.927745792252834,10.44016878432003,13.444162893268047,12.993562263389904,11.373582302140148,14.677307077486384,12.739824733702045,16.228934605799036,10.652140393713617,12.558767914318897,9.786717276878656,9.35499506317035,8.72474847585863,12.58553077368083,11.589075009490918
P70263,6.455374723273814,4.513694808392025,,,8.363705359506092,7.1491476839450065,7.552041823374362,,9.797787613107177,5.646576842824103,6.125093983388753,,7.988007906281531,5.615661624636124,7.377529195138443,7.421316524456281,6.132414353216375,7.668920500751731,,5.498340095623826,7.323359944098606,4.684317931099351,3.9567472554910883,7.973201260511646,8.7474062232032,,6.17184533116979,8.682254148278284,,5.1288923722347075,,7.187508589084906,,3.9635524911494766,5.0729403226386,7.19544939908268,7.800461857042125,8.444446940850632,7.436177962529611,7.420934042354299,,9.560308666673222,5.519416126110698,7.712481538150353,5.692238057434415,7.976119128023959,5.618424955234795,8.289674857067132,7.342108729553221,9.790910069204468,6.752421838409067,7.811400483687763,6.00446688862538,6.742111799654503,7.332575528482974,4.883121425609384,5.0475154080392866,8.073740259069913,6.954821077018925,,6.368472038691311,6.426218115730904,7.642777381828788,8.14150510549073,4.335790464878609,9.593202394471284,9.486502453729434,3.9779691639960957,9.102841353800642,9.05677958631301,7.474619550597763,,8.996793446814054,,8.29726957504488,,7.851706435251873,6.098624271738602,6.9703548169368625,6.289783268954964,8.12418588548923,6.264849971191738,,,7.27582080103773,7.739083499269519,3.446769238640207,7.863311651536776,7.405400962671276,6.326463386182254,10.516894695721255,8.911666100723577,,,9.340698423348032,7.67198269324278,8.016114364737433,7.981471309698831,4.345227520931512,7.193646914040846,7.115582046340402,9.619184764156262,7.974543104659254,7.027534866141402,7.338764197829928,8.509029681757548,6.6970743144484715,5.926658009679032,,8.384995525050469,7.71819866771335,7.040353269340116,7.2612602584836905,,6.683027208652464,5.978994826654669,6.5317823828668296,8.993218704756384,5.35714359225066,5.9408748096820725,5.092503014912817,,6.693793438023508,6.047537536615265,9.616484705504735,6.549681490049755,8.908046604461482,8.425961021727396,6.660520076480424,10.13915468244488,7.376752289013658,9.24346520832243,9.068846646688343,7.595923286973619,8.100647581025221,7.910058431995659,,7.059886840995969,8.585322160233437,9.263230785358939
